_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
bevordering.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSall	1.1794835055689383	0.11470860560234708	NA	NA	FALSE	BOW	528	no	lex	5-5	FOC	all	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSnav	1.2189571903211451	0.11655537957854405	NA	NA	FALSE	BOW	528	no	lex	5-5	FOC	nav	240	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSall	1.0408815680253347	0.2746096046588216	NA	NA	FALSE	BOW	352	selection	lex	5-5	5000	all	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSnav	1.0838926079145426	0.31462827790756787	NA	NA	FALSE	BOW	352	selection	lex	5-5	5000	nav	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	0.8510812090892697	0.19832116002926364	NA	NA	FALSE	BOW	352	selection	lex	5-5	FOC	all	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSnav	0.8654839723691793	0.22512044743748733	NA	NA	FALSE	BOW	352	selection	lex	5-5	FOC	nav	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSall	0.8608167136501149	0.3533617350861231	NA	NA	FALSE	BOW	352	weight	lex	5-5	5000	all	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSnav	0.8772880297898542	0.4008362585521042	NA	NA	FALSE	BOW	352	weight	lex	5-5	5000	nav	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSall	0.7699412730039682	0.32895400152351106	NA	NA	FALSE	BOW	352	weight	lex	5-5	FOC	all	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
bevordering.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSnav	0.7816671992371451	0.3580024502218027	NA	NA	FALSE	BOW	352	weight	lex	5-5	FOC	nav	226	8	bevordering.bound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall
