_model	model.x	model.y	LEMMAPATH	LEMMAREL	bound	foc_base	foc_context_words	foc_pmi	foc_pos	foc_win	soc_length	soc_pos	tokens	pam_cluster	medoid
monitor.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSnav	0.4071992660516129	0.10830101632253318	NA	NA	FALSE	BOW	566	weight	all	5-5	FOC	nav	240	4	monitor.bound5-5all.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSall	1.901261209066316	0.18448109659253156	NA	NA	FALSE	BOW	590	no	lex	5-5	5000	all	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSnav	1.8297915700874432	0.245903030222774	NA	NA	FALSE	BOW	590	no	lex	5-5	5000	nav	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSall	1.557242966334467	0.19876768505311132	NA	NA	FALSE	BOW	590	no	lex	5-5	FOC	all	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSnav	1.5462344862482076	0.2413520044728718	NA	NA	FALSE	BOW	590	no	lex	5-5	FOC	nav	240	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSall	1.4036626781258066	0.23463708200497407	NA	NA	FALSE	BOW	410	selection	lex	5-5	5000	all	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSnav	1.4070908063889065	0.30690720421284146	NA	NA	FALSE	BOW	410	selection	lex	5-5	5000	nav	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSall	1.2490524634888944	0.2876121186285106	NA	NA	FALSE	BOW	410	selection	lex	5-5	FOC	all	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSnav	1.2113654507572893	0.3326567763650096	NA	NA	FALSE	BOW	410	selection	lex	5-5	FOC	nav	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSall	1.2699517265861413	0.43060504588221127	NA	NA	FALSE	BOW	410	weight	lex	5-5	5000	all	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSnav	1.2488856560912516	0.45674509513853834	NA	NA	FALSE	BOW	410	weight	lex	5-5	5000	nav	235	5	monitor.bound5-5lex.PPMIselection.LENGTH5000.SOCPOSall
monitor.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSall	1.2345503055270042	0.5349658122935426	NA	NA	FALSE	BOW	410	weight	lex	5-5	FOC	all	235	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
monitor.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSnav	1.197129427397565	0.556162609025577	NA	NA	FALSE	BOW	410	weight	lex	5-5	FOC	nav	235	8	monitor.bound3-3lex.PPMIselection.LENGTHFOC.SOCPOSall
